time,poa_global
2020-06-30-07:09:00,644.97
2020-06-30-08:09:00,828.56
2020-06-30-09:09:00,939.51
2020-06-30-10:09:00,1036.76
2020-06-30-11:09:00,989.33
2020-06-30-12:09:00,815.54
2020-06-30-13:09:00,784.14
2020-06-30-14:09:00,538.1
2020-06-30-15:09:00,340.22
2020-06-30-16:09:00,138.37
2020-06-30-17:09:00,36.21
2020-06-30-18:09:00,0.0
2020-06-30-19:09:00,0.0
2020-06-30-20:09:00,0.0
2020-06-30-21:09:00,0.0
2020-06-30-22:09:00,0.0
2020-06-30-23:09:00,0.0
2020-07-01-00:09:00,0.0
2020-07-01-01:09:00,0.0
2020-07-01-02:09:00,0.0
2020-07-01-03:09:00,0.0
2020-07-01-04:09:00,64.26
2020-07-01-05:09:00,205.15
2020-07-01-06:09:00,409.51
2020-07-01-07:09:00,613.62
2020-07-01-08:09:00,794.72
2020-07-01-09:09:00,909.48
2020-07-01-10:09:00,976.42
2020-07-01-11:09:00,912.13
2020-07-01-12:09:00,781.9200000000001
2020-07-01-13:09:00,711.37
2020-07-01-14:09:00,512.89
2020-07-01-15:09:00,333.08000000000004
2020-07-01-16:09:00,139.71
2020-07-01-17:09:00,37.11
2020-07-01-18:09:00,0.0
2020-07-01-19:09:00,0.0
2020-07-01-20:09:00,0.0
2020-07-01-21:09:00,0.0
2020-07-01-22:09:00,0.0
2020-07-01-23:09:00,0.0
2020-07-02-00:09:00,0.0
2020-07-02-01:09:00,0.0
2020-07-02-02:09:00,0.0
2020-07-02-03:09:00,0.0
2020-07-02-04:09:00,59.730000000000004
2020-07-02-05:09:00,211.99
2020-07-02-06:09:00,430.46000000000004
2020-07-02-07:09:00,650.48
2020-07-02-08:09:00,839.11
2020-07-02-09:09:00,957.37
2020-07-02-10:09:00,1051.05
2020-07-02-11:09:00,1003.7
2020-07-02-12:09:00,852.04
2020-07-02-13:09:00,796.8499999999999
2020-07-02-14:09:00,560.4
2020-07-02-15:09:00,349.65
2020-07-02-16:09:00,138.33
2020-07-02-17:09:00,35.290000000000006
2020-07-02-18:09:00,0.0
2020-07-02-19:09:00,0.0
2020-07-02-20:09:00,0.0
2020-07-02-21:09:00,0.0
2020-07-02-22:09:00,0.0
2020-07-02-23:09:00,0.0
2020-07-03-00:09:00,0.0
2020-07-03-01:09:00,0.0
2020-07-03-02:09:00,0.0
2020-07-03-03:09:00,0.0
2020-07-03-04:09:00,57.93
2020-07-03-05:09:00,208.95
2020-07-03-06:09:00,415.80999999999995
2020-07-03-07:09:00,619.77
2020-07-03-08:09:00,796.42
2020-07-03-09:09:00,917.4200000000001
2020-07-03-10:09:00,979.5799999999999
2020-07-03-11:09:00,910.1399999999999
2020-07-03-12:09:00,790.23
2020-07-03-13:09:00,720.71
2020-07-03-14:09:00,516.78
2020-07-03-15:09:00,333.46
2020-07-03-16:09:00,140.56
2020-07-03-17:09:00,35.290000000000006
2020-07-03-18:09:00,0.0
2020-07-03-19:09:00,0.0
2020-07-03-20:09:00,0.0
2020-07-03-21:09:00,0.0
2020-07-03-22:09:00,0.0
2020-07-03-23:09:00,0.0
2020-07-04-00:09:00,0.0
2020-07-04-01:09:00,0.0
2020-07-04-02:09:00,0.0
2020-07-04-03:09:00,0.0
2020-07-04-04:09:00,61.54
2020-07-04-05:09:00,202.14
2020-07-04-06:09:00,405.95
2020-07-04-07:09:00,618.06
2020-07-04-08:09:00,791.09
2020-07-04-09:09:00,915.8899999999999
2020-07-04-10:09:00,1015.5899999999999
2020-07-04-11:09:00,976.78
2020-07-04-12:09:00,830.0
2020-07-04-13:09:00,775.69
2020-07-04-14:09:00,552.57
2020-07-04-15:09:00,336.41999999999996
2020-07-04-16:09:00,139.94
2020-07-04-17:09:00,36.21
2020-07-04-18:09:00,0.0
2020-07-04-19:09:00,0.0
2020-07-04-20:09:00,0.0
2020-07-04-21:09:00,0.0
2020-07-04-22:09:00,0.0
2020-07-04-23:09:00,0.0
2020-07-05-00:09:00,0.0
2020-07-05-01:09:00,0.0
2020-07-05-02:09:00,0.0
2020-07-05-03:09:00,0.0
2020-07-05-04:09:00,61.54
2020-07-05-05:09:00,200.71
2020-07-05-06:09:00,408.09000000000003
2020-07-05-07:09:00,622.71
2020-07-05-08:09:00,793.65
2020-07-05-09:09:00,919.6
2020-07-05-10:09:00,1028.1799999999998
2020-07-05-11:09:00,986.5699999999999
2020-07-05-12:09:00,809.0899999999999
2020-07-05-13:09:00,693.88
2020-07-05-14:09:00,494.46000000000004
2020-07-05-15:09:00,342.03
2020-07-05-16:09:00,137.32
2020-07-05-17:09:00,36.21
2020-07-05-18:09:00,0.0
2020-07-05-19:09:00,0.0
2020-07-05-20:09:00,0.0
2020-07-05-21:09:00,0.0
2020-07-05-22:09:00,0.0
2020-07-05-23:09:00,0.0
2020-07-06-00:09:00,0.0
2020-07-06-01:09:00,0.0
2020-07-06-02:09:00,0.0
2020-07-06-03:09:00,0.0
2020-07-06-04:09:00,60.64
2020-07-06-05:09:00,201.92000000000002
2020-07-06-06:09:00,407.96000000000004
2020-07-06-07:09:00,613.46
2020-07-06-08:09:00,783.99
2020-07-06-09:09:00,898.47
2020-07-06-10:09:00,966.61
2020-07-06-11:09:00,716.65
2020-07-06-12:09:00,579.12
2020-07-06-13:09:00,265.96
2020-07-06-14:09:00,455.4
2020-07-06-15:09:00,296.14
2020-07-06-16:09:00,138.78
2020-07-06-17:09:00,34.39
2020-07-06-18:09:00,0.0
2020-07-06-19:09:00,0.0
2020-07-06-20:09:00,0.0
2020-07-06-21:09:00,0.0
2020-07-06-22:09:00,0.0
2020-07-06-23:09:00,0.0
2020-07-07-00:09:00,0.0
2020-07-07-01:09:00,0.0
2020-07-07-02:09:00,0.0
2020-07-07-03:09:00,0.0
2020-07-07-04:09:00,9.05
2020-07-07-05:09:00,157.42
2020-07-07-06:09:00,389.62
2020-07-07-07:09:00,425.96999999999997
2020-07-07-08:09:00,561.88
2020-07-07-09:09:00,148.51999999999998
2020-07-07-10:09:00,93.66
2020-07-07-11:09:00,845.45
2020-07-07-12:09:00,381.55
2020-07-07-13:09:00,721.48
2020-07-07-14:09:00,353.9
2020-07-07-15:09:00,48.24
2020-07-07-16:09:00,141.01999999999998
2020-07-07-17:09:00,34.39
2020-07-07-18:09:00,0.0
2020-07-07-19:09:00,0.0
2020-07-07-20:09:00,0.0
2020-07-07-21:09:00,0.0
2020-07-07-22:09:00,0.0
2020-07-07-23:09:00,0.0
2020-07-08-00:09:00,0.0
2020-07-08-01:09:00,0.0
2020-07-08-02:09:00,0.0
2020-07-08-03:09:00,0.0
2020-07-08-04:09:00,57.93
2020-07-08-05:09:00,197.39
2020-07-08-06:09:00,405.43
2020-07-08-07:09:00,610.89
2020-07-08-08:09:00,789.98
2020-07-08-09:09:00,907.05
2020-07-08-10:09:00,969.31
2020-07-08-11:09:00,901.02
2020-07-08-12:09:00,831.87
2020-07-08-13:09:00,723.45
2020-07-08-14:09:00,518.83
2020-07-08-15:09:00,339.26
2020-07-08-16:09:00,141.21
2020-07-08-17:09:00,35.290000000000006
2020-07-08-18:09:00,0.0
2020-07-08-19:09:00,0.0
2020-07-08-20:09:00,0.0
2020-07-08-21:09:00,0.0
2020-07-08-22:09:00,0.0
2020-07-08-23:09:00,0.0
2020-07-09-00:09:00,0.0
2020-07-09-01:09:00,0.0
2020-07-09-02:09:00,0.0
2020-07-09-03:09:00,0.0
2020-07-09-04:09:00,60.64
2020-07-09-05:09:00,193.02
2020-07-09-06:09:00,429.15999999999997
2020-07-09-07:09:00,638.84
2020-07-09-08:09:00,835.59
2020-07-09-09:09:00,974.37
2020-07-09-10:09:00,1056.39
2020-07-09-11:09:00,971.6200000000001
2020-07-09-12:09:00,911.05
2020-07-09-13:09:00,803.28
2020-07-09-14:09:00,551.83
2020-07-09-15:09:00,366.36
2020-07-09-16:09:00,141.76
2020-07-09-17:09:00,33.49
2020-07-09-18:09:00,0.0
2020-07-09-19:09:00,0.0
2020-07-09-20:09:00,0.0
2020-07-09-21:09:00,0.0
2020-07-09-22:09:00,0.0
2020-07-09-23:09:00,0.0
2020-07-10-00:09:00,0.0
2020-07-10-01:09:00,0.0
2020-07-10-02:09:00,0.0
2020-07-10-03:09:00,0.0
2020-07-10-04:09:00,51.58
2020-07-10-05:09:00,207.54000000000002
2020-07-10-06:09:00,432.29999999999995
2020-07-10-07:09:00,642.36
2020-07-10-08:09:00,818.0
2020-07-10-09:09:00,944.24
2020-07-10-10:09:00,993.94
2020-07-10-11:09:00,927.69
2020-07-10-12:09:00,862.1800000000001
2020-07-10-13:09:00,731.61
2020-07-10-14:09:00,533.1999999999999
2020-07-10-15:09:00,350.81
2020-07-10-16:09:00,144.52
2020-07-10-17:09:00,34.39
2020-07-10-18:09:00,0.0
2020-07-10-19:09:00,0.0
2020-07-10-20:09:00,0.0
2020-07-10-21:09:00,0.0
2020-07-10-22:09:00,0.0
2020-07-10-23:09:00,0.0
2020-07-11-00:09:00,0.0
2020-07-11-01:09:00,0.0
2020-07-11-02:09:00,0.0
2020-07-11-03:09:00,0.0
2020-07-11-04:09:00,51.58
2020-07-11-05:09:00,207.11
2020-07-11-06:09:00,435.85999999999996
2020-07-11-07:09:00,654.6600000000001
2020-07-11-08:09:00,835.77
2020-07-11-09:09:00,990.2
2020-07-11-10:09:00,1062.8
2020-07-11-11:09:00,983.98
2020-07-11-12:09:00,928.0
2020-07-11-13:09:00,799.66
2020-07-11-14:09:00,559.56
2020-07-11-15:09:00,369.28
2020-07-11-16:09:00,143.10999999999999
2020-07-11-17:09:00,32.58
2020-07-11-18:09:00,0.0
2020-07-11-19:09:00,0.0
2020-07-11-20:09:00,0.0
2020-07-11-21:09:00,0.0
2020-07-11-22:09:00,0.0
2020-07-11-23:09:00,0.0
2020-07-12-00:09:00,0.0
2020-07-12-01:09:00,0.0
2020-07-12-02:09:00,0.0
2020-07-12-03:09:00,0.0
2020-07-12-04:09:00,53.4
2020-07-12-05:09:00,201.53
2020-07-12-06:09:00,431.98999999999995
2020-07-12-07:09:00,635.95
2020-07-12-08:09:00,808.9300000000001
2020-07-12-09:09:00,939.05
2020-07-12-10:09:00,967.1800000000001
2020-07-12-11:09:00,919.3800000000001
2020-07-12-12:09:00,859.1
2020-07-12-13:09:00,691.59
2020-07-12-14:09:00,524.6800000000001
2020-07-12-15:09:00,344.76
2020-07-12-16:09:00,142.6
2020-07-12-17:09:00,34.39
2020-07-12-18:09:00,0.0
2020-07-12-19:09:00,0.0
2020-07-12-20:09:00,0.0
2020-07-12-21:09:00,0.0
2020-07-12-22:09:00,0.0
2020-07-12-23:09:00,0.0
2020-07-13-00:09:00,0.0
2020-07-13-01:09:00,0.0
2020-07-13-02:09:00,0.0
2020-07-13-03:09:00,0.0
2020-07-13-04:09:00,55.21
2020-07-13-05:09:00,192.47
2020-07-13-06:09:00,406.39
2020-07-13-07:09:00,616.05
2020-07-13-08:09:00,790.64
2020-07-13-09:09:00,934.1100000000001
2020-07-13-10:09:00,1021.2
2020-07-13-11:09:00,924.8400000000001
2020-07-13-12:09:00,907.27
2020-07-13-13:09:00,750.82
2020-07-13-14:09:00,556.63
2020-07-13-15:09:00,361.23
2020-07-13-16:09:00,140.68
2020-07-13-17:09:00,33.49
2020-07-13-18:09:00,0.0
2020-07-13-19:09:00,0.0
2020-07-13-20:09:00,0.0
2020-07-13-21:09:00,0.0
2020-07-13-22:09:00,0.0
2020-07-13-23:09:00,0.0
2020-07-14-00:09:00,0.0
2020-07-14-01:09:00,0.0
2020-07-14-02:09:00,0.0
2020-07-14-03:09:00,0.0
2020-07-14-04:09:00,18.099999999999998
2020-07-14-05:09:00,160.17999999999998
2020-07-14-06:09:00,408.16999999999996
2020-07-14-07:09:00,625.05
2020-07-14-08:09:00,806.26
2020-07-14-09:09:00,971.98
2020-07-14-10:09:00,981.98
2020-07-14-11:09:00,922.55
2020-07-14-12:09:00,944.74
2020-07-14-13:09:00,706.21
2020-07-14-14:09:00,538.23
2020-07-14-15:09:00,339.01
2020-07-14-16:09:00,140.37
2020-07-14-17:09:00,33.49
2020-07-14-18:09:00,0.0
2020-07-14-19:09:00,0.0
2020-07-14-20:09:00,0.0
2020-07-14-21:09:00,0.0
2020-07-14-22:09:00,0.0
2020-07-14-23:09:00,0.0
2020-07-15-00:09:00,0.0
2020-07-15-01:09:00,0.0
2020-07-15-02:09:00,0.0
2020-07-15-03:09:00,0.0
2020-07-15-04:09:00,54.3
2020-07-15-05:09:00,197.55
2020-07-15-06:09:00,416.68999999999994
2020-07-15-07:09:00,629.14
2020-07-15-08:09:00,804.42
2020-07-15-09:09:00,930.6
2020-07-15-10:09:00,985.31
2020-07-15-11:09:00,916.1700000000001
2020-07-15-12:09:00,890.0
2020-07-15-13:09:00,680.36
2020-07-15-14:09:00,537.27
2020-07-15-15:09:00,356.83
2020-07-15-16:09:00,141.58
2020-07-15-17:09:00,32.58
2020-07-15-18:09:00,0.0
2020-07-15-19:09:00,0.0
2020-07-15-20:09:00,0.0
2020-07-15-21:09:00,0.0
2020-07-15-22:09:00,0.0
2020-07-15-23:09:00,0.0
2020-07-16-00:09:00,0.0
2020-07-16-01:09:00,0.0
2020-07-16-02:09:00,0.0
2020-07-16-03:09:00,0.0
2020-07-16-04:09:00,52.5
2020-07-16-05:09:00,194.41
2020-07-16-06:09:00,413.35
2020-07-16-07:09:00,626.82
2020-07-16-08:09:00,810.92
2020-07-16-09:09:00,954.63
2020-07-16-10:09:00,1012.11
2020-07-16-11:09:00,942.3
2020-07-16-12:09:00,940.27
2020-07-16-13:09:00,713.03
2020-07-16-14:09:00,507.47
2020-07-16-15:09:00,358.35
2020-07-16-16:09:00,139.97
2020-07-16-17:09:00,32.58
2020-07-16-18:09:00,0.0
2020-07-16-19:09:00,0.0
2020-07-16-20:09:00,0.0
2020-07-16-21:09:00,0.0
2020-07-16-22:09:00,0.0
2020-07-16-23:09:00,0.0
2020-07-17-00:09:00,0.0
2020-07-17-01:09:00,0.0
2020-07-17-02:09:00,0.0
2020-07-17-03:09:00,0.0
2020-07-17-04:09:00,52.5
2020-07-17-05:09:00,194.09
2020-07-17-06:09:00,412.01
2020-07-17-07:09:00,621.91
2020-07-17-08:09:00,795.88
2020-07-17-09:09:00,920.89
2020-07-17-10:09:00,943.75
2020-07-17-11:09:00,906.98
2020-07-17-12:09:00,882.4
2020-07-17-13:09:00,669.2
2020-07-17-14:09:00,525.73
2020-07-17-15:09:00,339.74
2020-07-17-16:09:00,140.01000000000002
2020-07-17-17:09:00,28.96
2020-07-17-18:09:00,0.0
2020-07-17-19:09:00,0.0
2020-07-17-20:09:00,0.0
2020-07-17-21:09:00,0.0
2020-07-17-22:09:00,0.0
2020-07-17-23:09:00,0.0
2020-07-18-00:09:00,0.0
2020-07-18-01:09:00,0.0
2020-07-18-02:09:00,0.0
2020-07-18-03:09:00,0.0
2020-07-18-04:09:00,51.58
2020-07-18-05:09:00,194.67000000000002
2020-07-18-06:09:00,417.69
2020-07-18-07:09:00,631.81
2020-07-18-08:09:00,822.2900000000001
2020-07-18-09:09:00,980.35
2020-07-18-10:09:00,1015.21
2020-07-18-11:09:00,995.0699999999999
2020-07-18-12:09:00,949.4300000000001
2020-07-18-13:09:00,734.9300000000001
2020-07-18-14:09:00,559.0699999999999
2020-07-18-15:09:00,362.83
2020-07-18-16:09:00,140.78
2020-07-18-17:09:00,31.68
2020-07-18-18:09:00,0.0
2020-07-18-19:09:00,0.0
2020-07-18-20:09:00,0.0
2020-07-18-21:09:00,0.0
2020-07-18-22:09:00,0.0
2020-07-18-23:09:00,0.0
2020-07-19-00:09:00,0.0
2020-07-19-01:09:00,0.0
2020-07-19-02:09:00,0.0
2020-07-19-03:09:00,0.0
2020-07-19-04:09:00,50.68
2020-07-19-05:09:00,192.56
2020-07-19-06:09:00,409.16999999999996
2020-07-19-07:09:00,617.78
2020-07-19-08:09:00,800.3699999999999
2020-07-19-09:09:00,921.6600000000001
2020-07-19-10:09:00,945.37
2020-07-19-11:09:00,941.02
2020-07-19-12:09:00,878.0
2020-07-19-13:09:00,670.15
2020-07-19-14:09:00,545.63
2020-07-19-15:09:00,339.82
2020-07-19-16:09:00,139.44
2020-07-19-17:09:00,30.78
2020-07-19-18:09:00,0.0
2020-07-19-19:09:00,0.0
2020-07-19-20:09:00,0.0
2020-07-19-21:09:00,0.0
2020-07-19-22:09:00,0.0
2020-07-19-23:09:00,0.0
2020-07-20-00:09:00,0.0
2020-07-20-01:09:00,0.0
2020-07-20-02:09:00,0.0
2020-07-20-03:09:00,0.0
2020-07-20-04:09:00,48.87
2020-07-20-05:09:00,195.82999999999998
2020-07-20-06:09:00,422.69
2020-07-20-07:09:00,643.69
2020-07-20-08:09:00,822.33
2020-07-20-09:09:00,986.72
2020-07-20-10:09:00,1005.05
2020-07-20-11:09:00,1006.5
2020-07-20-12:09:00,955.8100000000001
2020-07-20-13:09:00,736.58
2020-07-20-14:09:00,582.26
2020-07-20-15:09:00,364.92
2020-07-20-16:09:00,140.29
2020-07-20-17:09:00,29.860000000000003
2020-07-20-18:09:00,0.0
2020-07-20-19:09:00,0.0
2020-07-20-20:09:00,0.0
2020-07-20-21:09:00,0.0
2020-07-20-22:09:00,0.0
2020-07-20-23:09:00,0.0
2020-07-21-00:09:00,0.0
2020-07-21-01:09:00,0.0
2020-07-21-02:09:00,0.0
2020-07-21-03:09:00,0.0
2020-07-21-04:09:00,48.87
2020-07-21-05:09:00,194.16000000000003
2020-07-21-06:09:00,417.08000000000004
2020-07-21-07:09:00,636.22
2020-07-21-08:09:00,846.68
2020-07-21-09:09:00,966.46
2020-07-21-10:09:00,981.46
2020-07-21-11:09:00,676.5899999999999
2020-07-21-12:09:00,556.78
2020-07-21-13:09:00,532.75
2020-07-21-14:09:00,541.97
2020-07-21-15:09:00,347.18999999999994
2020-07-21-16:09:00,139.29999999999998
2020-07-21-17:09:00,29.860000000000003
2020-07-21-18:09:00,0.0
2020-07-21-19:09:00,0.0
2020-07-21-20:09:00,0.0
2020-07-21-21:09:00,0.0
2020-07-21-22:09:00,0.0
2020-07-21-23:09:00,0.0
2020-07-22-00:09:00,0.0
2020-07-22-01:09:00,0.0
2020-07-22-02:09:00,0.0
2020-07-22-03:09:00,0.0
2020-07-22-04:09:00,48.87
2020-07-22-05:09:00,194.12
2020-07-22-06:09:00,418.01
2020-07-22-07:09:00,629.02
2020-07-22-08:09:00,810.8299999999999
2020-07-22-09:09:00,950.0500000000001
2020-07-22-10:09:00,973.28
2020-07-22-11:09:00,963.5
2020-07-22-12:09:00,870.74
2020-07-22-13:09:00,717.3399999999999
2020-07-22-14:09:00,570.11
2020-07-22-15:09:00,366.87
2020-07-22-16:09:00,140.22
2020-07-22-17:09:00,28.060000000000002
2020-07-22-18:09:00,0.0
2020-07-22-19:09:00,0.0
2020-07-22-20:09:00,0.0
2020-07-22-21:09:00,0.0
2020-07-22-22:09:00,0.0
2020-07-22-23:09:00,0.0
2020-07-23-00:09:00,0.0
2020-07-23-01:09:00,0.0
2020-07-23-02:09:00,0.0
2020-07-23-03:09:00,0.0
2020-07-23-04:09:00,45.25
2020-07-23-05:09:00,197.93
2020-07-23-06:09:00,425.56
2020-07-23-07:09:00,646.78
2020-07-23-08:09:00,860.23
2020-07-23-09:09:00,1002.49
2020-07-23-10:09:00,1002.6600000000001
2020-07-23-11:09:00,1014.9200000000001
2020-07-23-12:09:00,951.7
2020-07-23-13:09:00,729.78
2020-07-23-14:09:00,609.3199999999999
2020-07-23-15:09:00,362.5
2020-07-23-16:09:00,140.89
2020-07-23-17:09:00,28.060000000000002
2020-07-23-18:09:00,0.0
2020-07-23-19:09:00,0.0
2020-07-23-20:09:00,0.0
2020-07-23-21:09:00,0.0
2020-07-23-22:09:00,0.0
2020-07-23-23:09:00,0.0
2020-07-24-00:09:00,0.0
2020-07-24-01:09:00,0.0
2020-07-24-02:09:00,0.0
2020-07-24-03:09:00,0.0
2020-07-24-04:09:00,45.25
2020-07-24-05:09:00,193.71
2020-07-24-06:09:00,420.09000000000003
2020-07-24-07:09:00,636.11
2020-07-24-08:09:00,811.95
2020-07-24-09:09:00,935.8399999999999
2020-07-24-10:09:00,965.6600000000001
2020-07-24-11:09:00,961.38
2020-07-24-12:09:00,867.39
2020-07-24-13:09:00,665.93
2020-07-24-14:09:00,556.14
2020-07-24-15:09:00,346.65
2020-07-24-16:09:00,138.3
2020-07-24-17:09:00,27.15
2020-07-24-18:09:00,0.0
2020-07-24-19:09:00,0.0
2020-07-24-20:09:00,0.0
2020-07-24-21:09:00,0.0
2020-07-24-22:09:00,0.0
2020-07-24-23:09:00,0.0
2020-07-25-00:09:00,0.0
2020-07-25-01:09:00,0.0
2020-07-25-02:09:00,0.0
2020-07-25-03:09:00,0.0
2020-07-25-04:09:00,46.15
2020-07-25-05:09:00,189.54000000000002
2020-07-25-06:09:00,411.21000000000004
2020-07-25-07:09:00,631.67
2020-07-25-08:09:00,849.57
2020-07-25-09:09:00,977.6700000000001
2020-07-25-10:09:00,988.3199999999999
2020-07-25-11:09:00,1011.24
2020-07-25-12:09:00,932.83
2020-07-25-13:09:00,688.44
2020-07-25-14:09:00,591.95
2020-07-25-15:09:00,343.25
2020-07-25-16:09:00,136.76
2020-07-25-17:09:00,26.25
2020-07-25-18:09:00,0.0
2020-07-25-19:09:00,0.0
2020-07-25-20:09:00,0.0
2020-07-25-21:09:00,0.0
2020-07-25-22:09:00,0.0
2020-07-25-23:09:00,0.0
2020-07-26-00:09:00,0.0
2020-07-26-01:09:00,0.0
2020-07-26-02:09:00,0.0
2020-07-26-03:09:00,0.0
2020-07-26-04:09:00,45.25
2020-07-26-05:09:00,186.49
2020-07-26-06:09:00,403.28
2020-07-26-07:09:00,619.4
2020-07-26-08:09:00,800.0500000000001
2020-07-26-09:09:00,907.6300000000001
2020-07-26-10:09:00,957.52
2020-07-26-11:09:00,958.74
2020-07-26-12:09:00,819.46
2020-07-26-13:09:00,660.19
2020-07-26-14:09:00,555.41
2020-07-26-15:09:00,328.87
2020-07-26-16:09:00,135.18
2020-07-26-17:09:00,24.43
2020-07-26-18:09:00,0.0
2020-07-26-19:09:00,0.0
2020-07-26-20:09:00,0.0
2020-07-26-21:09:00,0.0
2020-07-26-22:09:00,0.0
2020-07-26-23:09:00,0.0
2020-07-27-00:09:00,0.0
2020-07-27-01:09:00,0.0
2020-07-27-02:09:00,0.0
2020-07-27-03:09:00,0.0
2020-07-27-04:09:00,43.44
2020-07-27-05:09:00,182.22
2020-07-27-06:09:00,403.36
2020-07-27-07:09:00,622.3299999999999
2020-07-27-08:09:00,838.29
2020-07-27-09:09:00,974.27
2020-07-27-10:09:00,1004.03
2020-07-27-11:09:00,971.68
2020-07-27-12:09:00,747.6800000000001
2020-07-27-13:09:00,674.49
2020-07-27-14:09:00,587.29
2020-07-27-15:09:00,349.73
2020-07-27-16:09:00,133.91
2020-07-27-17:09:00,24.43
2020-07-27-18:09:00,0.0
2020-07-27-19:09:00,0.0
2020-07-27-20:09:00,0.0
2020-07-27-21:09:00,0.0
2020-07-27-22:09:00,0.0
2020-07-27-23:09:00,0.0
2020-07-28-00:09:00,0.0
2020-07-28-01:09:00,0.0
2020-07-28-02:09:00,0.0
2020-07-28-03:09:00,0.0
2020-07-28-04:09:00,43.44
2020-07-28-05:09:00,187.93
2020-07-28-06:09:00,410.46999999999997
2020-07-28-07:09:00,628.91
2020-07-28-08:09:00,813.72
2020-07-28-09:09:00,892.52
2020-07-28-10:09:00,957.64
2020-07-28-11:09:00,980.94
2020-07-28-12:09:00,785.96
2020-07-28-13:09:00,451.51
2020-07-28-14:09:00,554.58
2020-07-28-15:09:00,323.59000000000003
2020-07-28-16:09:00,134.22
2020-07-28-17:09:00,22.619999999999997
2020-07-28-18:09:00,0.0
2020-07-28-19:09:00,0.0
2020-07-28-20:09:00,0.0
2020-07-28-21:09:00,0.0
2020-07-28-22:09:00,0.0
2020-07-28-23:09:00,0.0
2020-07-29-00:09:00,0.0
2020-07-29-01:09:00,0.0
2020-07-29-02:09:00,0.0
2020-07-29-03:09:00,0.0
2020-07-29-04:09:00,41.64
2020-07-29-05:09:00,189.96
2020-07-29-06:09:00,414.62
2020-07-29-07:09:00,634.5799999999999
2020-07-29-08:09:00,842.87
2020-07-29-09:09:00,984.03
2020-07-29-10:09:00,1004.53
2020-07-29-11:09:00,1045.69
2020-07-29-12:09:00,902.94
2020-07-29-13:09:00,699.0
2020-07-29-14:09:00,605.49
2020-07-29-15:09:00,359.6
2020-07-29-16:09:00,135.66
2020-07-29-17:09:00,22.619999999999997
2020-07-29-18:09:00,0.0
2020-07-29-19:09:00,0.0
2020-07-29-20:09:00,0.0
2020-07-29-21:09:00,0.0
2020-07-29-22:09:00,0.0
2020-07-29-23:09:00,0.0
2020-07-30-00:09:00,0.0
2020-07-30-01:09:00,0.0
2020-07-30-02:09:00,0.0
2020-07-30-03:09:00,0.0
2020-07-30-04:09:00,40.72
2020-07-30-05:09:00,189.76
2020-07-30-06:09:00,416.12
2020-07-30-07:09:00,655.33
2020-07-30-08:09:00,853.76
2020-07-30-09:09:00,938.6899999999999
2020-07-30-10:09:00,984.6099999999999
2020-07-30-11:09:00,1057.25
2020-07-30-12:09:00,926.21
2020-07-30-13:09:00,691.97
2020-07-30-14:09:00,578.26
2020-07-30-15:09:00,331.36
2020-07-30-16:09:00,133.35999999999999
2020-07-30-17:09:00,20.82
2020-07-30-18:09:00,0.0
2020-07-30-19:09:00,0.0
2020-07-30-20:09:00,0.0
2020-07-30-21:09:00,0.0
2020-07-30-22:09:00,0.0
2020-07-30-23:09:00,0.0
2020-07-31-00:09:00,0.0
2020-07-31-01:09:00,0.0
2020-07-31-02:09:00,0.0
2020-07-31-03:09:00,0.0
2020-07-31-04:09:00,40.72
2020-07-31-05:09:00,186.58
2020-07-31-06:09:00,408.70000000000005
2020-07-31-07:09:00,631.1
2020-07-31-08:09:00,812.3100000000001
2020-07-31-09:09:00,906.95
2020-07-31-10:09:00,967.87
2020-07-31-11:09:00,985.92
2020-07-31-12:09:00,830.73
2020-07-31-13:09:00,659.9399999999999
2020-07-31-14:09:00,555.13
2020-07-31-15:09:00,329.49
2020-07-31-16:09:00,131.93
2020-07-31-17:09:00,19.91
2020-07-31-18:09:00,0.0
2020-07-31-19:09:00,0.0
2020-07-31-20:09:00,0.0
2020-07-31-21:09:00,0.0
2020-07-31-22:09:00,0.0
2020-07-31-23:09:00,0.0
2020-08-01-00:09:00,0.0
2020-08-01-01:09:00,0.0
2020-08-01-02:09:00,0.0
2020-08-01-03:09:00,0.0
2020-08-01-04:09:00,36.21
2020-08-01-05:09:00,177.45999999999998
2020-08-01-06:09:00,392.76
2020-08-01-07:09:00,628.49
2020-08-01-08:09:00,828.45
2020-08-01-09:09:00,905.26
2020-08-01-10:09:00,966.35
2020-08-01-11:09:00,1029.19
2020-08-01-12:09:00,842.54
2020-08-01-13:09:00,724.54
2020-08-01-14:09:00,439.12
2020-08-01-15:09:00,262.07
2020-08-01-16:09:00,127.92000000000002
2020-08-01-17:09:00,19.0
2020-08-01-18:09:00,0.0
2020-08-01-19:09:00,0.0
2020-08-01-20:09:00,0.0
2020-08-01-21:09:00,0.0
2020-08-01-22:09:00,0.0
2020-08-01-23:09:00,0.0
2020-08-02-00:09:00,0.0
2020-08-02-01:09:00,0.0
2020-08-02-02:09:00,0.0
2020-08-02-03:09:00,0.0
2020-08-02-04:09:00,25.349999999999998
2020-08-02-05:09:00,168.35
2020-08-02-06:09:00,382.87
2020-08-02-07:09:00,585.98
2020-08-02-08:09:00,762.5600000000001
2020-08-02-09:09:00,857.5900000000001
2020-08-02-10:09:00,944.59
2020-08-02-11:09:00,793.28
2020-08-02-12:09:00,636.98
