time,poa_global
2020-03-14-10:09:00,1065.3
2020-03-14-11:09:00,1075.95
2020-03-14-12:09:00,976.1700000000001
2020-03-14-13:09:00,767.01
2020-03-14-14:09:00,464.78
2020-03-14-15:09:00,299.13
2020-03-14-16:09:00,11.35
2020-03-14-17:09:00,0.0
2020-03-14-18:09:00,0.0
2020-03-14-19:09:00,0.0
2020-03-14-20:09:00,0.0
2020-03-14-21:09:00,0.0
2020-03-14-22:09:00,0.0
2020-03-14-23:09:00,0.0
2020-03-15-00:09:00,0.0
2020-03-15-01:09:00,0.0
2020-03-15-02:09:00,0.0
2020-03-15-03:09:00,0.0
2020-03-15-04:09:00,0.0
2020-03-15-05:09:00,27.96
2020-03-15-06:09:00,243.98000000000002
2020-03-15-07:09:00,572.89
2020-03-15-08:09:00,776.03
2020-03-15-09:09:00,906.21
2020-03-15-10:09:00,980.2900000000001
2020-03-15-11:09:00,239.79999999999998
2020-03-15-12:09:00,311.77
2020-03-15-13:09:00,732.1999999999999
2020-03-15-14:09:00,559.75
2020-03-15-15:09:00,228.8
2020-03-15-16:09:00,12.29
2020-03-15-17:09:00,0.0
2020-03-15-18:09:00,0.0
2020-03-15-19:09:00,0.0
2020-03-15-20:09:00,0.0
2020-03-15-21:09:00,0.0
2020-03-15-22:09:00,0.0
2020-03-15-23:09:00,0.0
2020-03-16-00:09:00,0.0
2020-03-16-01:09:00,0.0
2020-03-16-02:09:00,0.0
2020-03-16-03:09:00,0.0
2020-03-16-04:09:00,0.0
2020-03-16-05:09:00,11.35
2020-03-16-06:09:00,53.919999999999995
2020-03-16-07:09:00,262.47
2020-03-16-08:09:00,648.95
2020-03-16-09:09:00,372.1
2020-03-16-10:09:00,936.75
2020-03-16-11:09:00,755.96
2020-03-16-12:09:00,880.1300000000001
2020-03-16-13:09:00,648.63
2020-03-16-14:09:00,421.31
2020-03-16-15:09:00,295.31
2020-03-16-16:09:00,16.64
2020-03-16-17:09:00,0.0
2020-03-16-18:09:00,0.0
2020-03-16-19:09:00,0.0
2020-03-16-20:09:00,0.0
2020-03-16-21:09:00,0.0
2020-03-16-22:09:00,0.0
2020-03-16-23:09:00,0.0
2020-03-17-00:09:00,0.0
2020-03-17-01:09:00,0.0
2020-03-17-02:09:00,0.0
2020-03-17-03:09:00,0.0
2020-03-17-04:09:00,0.0
2020-03-17-05:09:00,99.81
2020-03-17-06:09:00,366.40000000000003
2020-03-17-07:09:00,636.34
2020-03-17-08:09:00,853.71
2020-03-17-09:09:00,1025.04
2020-03-17-10:09:00,1119.06
2020-03-17-11:09:00,1114.48
2020-03-17-12:09:00,942.5
2020-03-17-13:09:00,786.5699999999999
2020-03-17-14:09:00,542.14
2020-03-17-15:09:00,315.31
2020-03-17-16:09:00,20.32
2020-03-17-17:09:00,0.0
2020-03-17-18:09:00,0.0
2020-03-17-19:09:00,0.0
2020-03-17-20:09:00,0.0
2020-03-17-21:09:00,0.0
2020-03-17-22:09:00,0.0
2020-03-17-23:09:00,0.0
2020-03-18-00:09:00,0.0
2020-03-18-01:09:00,0.0
2020-03-18-02:09:00,0.0
2020-03-18-03:09:00,0.0
2020-03-18-04:09:00,0.0
2020-03-18-05:09:00,93.65
2020-03-18-06:09:00,356.06
2020-03-18-07:09:00,619.01
2020-03-18-08:09:00,841.01
2020-03-18-09:09:00,998.6
2020-03-18-10:09:00,1076.73
2020-03-18-11:09:00,1061.6
2020-03-18-12:09:00,755.9000000000001
2020-03-18-13:09:00,538.37
2020-03-18-14:09:00,512.47
2020-03-18-15:09:00,306.13
2020-03-18-16:09:00,43.67999999999999
2020-03-18-17:09:00,0.0
2020-03-18-18:09:00,0.0
2020-03-18-19:09:00,0.0
2020-03-18-20:09:00,0.0
2020-03-18-21:09:00,0.0
2020-03-18-22:09:00,0.0
2020-03-18-23:09:00,0.0
2020-03-19-00:09:00,0.0
2020-03-19-01:09:00,0.0
2020-03-19-02:09:00,0.0
2020-03-19-03:09:00,0.0
2020-03-19-04:09:00,0.0
2020-03-19-05:09:00,73.24
2020-03-19-06:09:00,315.87
2020-03-19-07:09:00,526.8299999999999
2020-03-19-08:09:00,851.5500000000001
2020-03-19-09:09:00,1034.4099999999999
2020-03-19-10:09:00,1113.68
2020-03-19-11:09:00,1090.16
2020-03-19-12:09:00,955.73
2020-03-19-13:09:00,803.3299999999999
2020-03-19-14:09:00,550.84
2020-03-19-15:09:00,302.8
2020-03-19-16:09:00,43.129999999999995
2020-03-19-17:09:00,0.0
2020-03-19-18:09:00,0.0
2020-03-19-19:09:00,0.0
2020-03-19-20:09:00,0.0
2020-03-19-21:09:00,0.0
2020-03-19-22:09:00,0.0
2020-03-19-23:09:00,0.0
2020-03-20-00:09:00,0.0
2020-03-20-01:09:00,0.0
2020-03-20-02:09:00,0.0
2020-03-20-03:09:00,0.0
2020-03-20-04:09:00,0.0
2020-03-20-05:09:00,96.17
2020-03-20-06:09:00,351.62
2020-03-20-07:09:00,626.5
2020-03-20-08:09:00,859.61
2020-03-20-09:09:00,1006.29
2020-03-20-10:09:00,1096.21
2020-03-20-11:09:00,1011.4399999999999
2020-03-20-12:09:00,940.0899999999999
2020-03-20-13:09:00,783.98
2020-03-20-14:09:00,566.9000000000001
2020-03-20-15:09:00,297.05
2020-03-20-16:09:00,41.64
2020-03-20-17:09:00,0.0
2020-03-20-18:09:00,0.0
2020-03-20-19:09:00,0.0
2020-03-20-20:09:00,0.0
2020-03-20-21:09:00,0.0
2020-03-20-22:09:00,0.0
2020-03-20-23:09:00,0.0
2020-03-21-00:09:00,0.0
2020-03-21-01:09:00,0.0
2020-03-21-02:09:00,0.0
2020-03-21-03:09:00,0.0
2020-03-21-04:09:00,0.0
2020-03-21-05:09:00,95.42
2020-03-21-06:09:00,341.39
2020-03-21-07:09:00,599.38
2020-03-21-08:09:00,832.39
2020-03-21-09:09:00,1004.88
2020-03-21-10:09:00,1074.18
2020-03-21-11:09:00,1057.83
2020-03-21-12:09:00,949.84
2020-03-21-13:09:00,776.71
2020-03-21-14:09:00,558.3199999999999
2020-03-21-15:09:00,284.51
2020-03-21-16:09:00,43.769999999999996
2020-03-21-17:09:00,0.0
2020-03-21-18:09:00,0.0
2020-03-21-19:09:00,0.0
2020-03-21-20:09:00,0.0
2020-03-21-21:09:00,0.0
2020-03-21-22:09:00,0.0
2020-03-21-23:09:00,0.0
2020-03-22-00:09:00,0.0
2020-03-22-01:09:00,0.0
2020-03-22-02:09:00,0.0
2020-03-22-03:09:00,0.0
2020-03-22-04:09:00,0.0
2020-03-22-05:09:00,68.72999999999999
2020-03-22-06:09:00,206.23
2020-03-22-07:09:00,292.09
2020-03-22-08:09:00,353.8
2020-03-22-09:09:00,134.33
2020-03-22-10:09:00,439.61
2020-03-22-11:09:00,345.88
2020-03-22-12:09:00,340.6
2020-03-22-13:09:00,162.70000000000002
2020-03-22-14:09:00,317.03999999999996
2020-03-22-15:09:00,199.06
2020-03-22-16:09:00,38.84
2020-03-22-17:09:00,0.0
2020-03-22-18:09:00,0.0
2020-03-22-19:09:00,0.0
2020-03-22-20:09:00,0.0
2020-03-22-21:09:00,0.0
2020-03-22-22:09:00,0.0
2020-03-22-23:09:00,0.0
2020-03-23-00:09:00,0.0
2020-03-23-01:09:00,0.0
2020-03-23-02:09:00,0.0
2020-03-23-03:09:00,0.0
2020-03-23-04:09:00,0.0
2020-03-23-05:09:00,71.07
2020-03-23-06:09:00,168.68
2020-03-23-07:09:00,314.08
2020-03-23-08:09:00,393.99
2020-03-23-09:09:00,433.96999999999997
2020-03-23-10:09:00,477.12
2020-03-23-11:09:00,734.28
2020-03-23-12:09:00,326.33
2020-03-23-13:09:00,199.06
2020-03-23-14:09:00,190.14
2020-03-23-15:09:00,106.96
2020-03-23-16:09:00,47.18
2020-03-23-17:09:00,0.0
2020-03-23-18:09:00,0.0
2020-03-23-19:09:00,0.0
2020-03-23-20:09:00,0.0
2020-03-23-21:09:00,0.0
2020-03-23-22:09:00,0.0
2020-03-23-23:09:00,0.0
2020-03-24-00:09:00,0.0
2020-03-24-01:09:00,0.0
2020-03-24-02:09:00,0.0
2020-03-24-03:09:00,0.0
2020-03-24-04:09:00,0.0
2020-03-24-05:09:00,89.77
2020-03-24-06:09:00,114.27
2020-03-24-07:09:00,403.33000000000004
2020-03-24-08:09:00,632.9300000000001
2020-03-24-09:09:00,838.05
2020-03-24-10:09:00,730.5699999999999
2020-03-24-11:09:00,956.83
2020-03-24-12:09:00,756.0
2020-03-24-13:09:00,681.55
2020-03-24-14:09:00,549.02
2020-03-24-15:09:00,271.67
2020-03-24-16:09:00,43.35
2020-03-24-17:09:00,0.0
2020-03-24-18:09:00,0.0
2020-03-24-19:09:00,0.0
2020-03-24-20:09:00,0.0
2020-03-24-21:09:00,0.0
2020-03-24-22:09:00,0.0
2020-03-24-23:09:00,0.0
2020-03-25-00:09:00,0.0
2020-03-25-01:09:00,0.0
2020-03-25-02:09:00,0.0
2020-03-25-03:09:00,0.0
2020-03-25-04:09:00,0.0
2020-03-25-05:09:00,117.97
2020-03-25-06:09:00,310.19000000000005
2020-03-25-07:09:00,586.0
2020-03-25-08:09:00,848.8199999999999
2020-03-25-09:09:00,955.44
2020-03-25-10:09:00,578.9200000000001
2020-03-25-11:09:00,411.36
2020-03-25-12:09:00,732.72
2020-03-25-13:09:00,424.67999999999995
2020-03-25-14:09:00,227.67000000000002
2020-03-25-15:09:00,64.33
2020-03-25-16:09:00,28.33
2020-03-25-17:09:00,0.0
2020-03-25-18:09:00,0.0
2020-03-25-19:09:00,0.0
2020-03-25-20:09:00,0.0
2020-03-25-21:09:00,0.0
2020-03-25-22:09:00,0.0
2020-03-25-23:09:00,0.0
2020-03-26-00:09:00,0.0
2020-03-26-01:09:00,0.0
2020-03-26-02:09:00,0.0
2020-03-26-03:09:00,0.0
2020-03-26-04:09:00,0.0
2020-03-26-05:09:00,19.86
2020-03-26-06:09:00,26.49
2020-03-26-07:09:00,74.73
2020-03-26-08:09:00,117.3
2020-03-26-09:09:00,123.93
2020-03-26-10:09:00,278.91999999999996
2020-03-26-11:09:00,165.54
2020-03-26-12:09:00,158.92
2020-03-26-13:09:00,240.78
2020-03-26-14:09:00,117.3
2020-03-26-15:09:00,129.98
2020-03-26-16:09:00,54.19
2020-03-26-17:09:00,0.0
2020-03-26-18:09:00,0.0
2020-03-26-19:09:00,0.0
2020-03-26-20:09:00,0.0
2020-03-26-21:09:00,0.0
2020-03-26-22:09:00,0.0
2020-03-26-23:09:00,0.0
2020-03-27-00:09:00,0.0
2020-03-27-01:09:00,0.0
2020-03-27-02:09:00,0.0
2020-03-27-03:09:00,0.0
2020-03-27-04:09:00,0.0
2020-03-27-05:09:00,9.46
2020-03-27-06:09:00,87.03
2020-03-27-07:09:00,94.60000000000001
2020-03-27-08:09:00,103.11
2020-03-27-09:09:00,91.75999999999999
2020-03-27-10:09:00,87.03
2020-03-27-11:09:00,104.05
2020-03-27-12:09:00,122.97999999999999
2020-03-27-13:09:00,253.29
2020-03-27-14:09:00,38.79
2020-03-27-15:09:00,92.07
2020-03-27-16:09:00,37.27
2020-03-27-17:09:00,0.0
2020-03-27-18:09:00,0.0
2020-03-27-19:09:00,0.0
2020-03-27-20:09:00,0.0
2020-03-27-21:09:00,0.0
2020-03-27-22:09:00,0.0
2020-03-27-23:09:00,0.0
2020-03-28-00:09:00,0.0
2020-03-28-01:09:00,0.0
2020-03-28-02:09:00,0.0
2020-03-28-03:09:00,0.0
2020-03-28-04:09:00,0.0
2020-03-28-05:09:00,136.62
2020-03-28-06:09:00,395.01
2020-03-28-07:09:00,316.29999999999995
2020-03-28-08:09:00,877.1800000000001
2020-03-28-09:09:00,1040.33
2020-03-28-10:09:00,1064.73
2020-03-28-11:09:00,1037.69
2020-03-28-12:09:00,967.4200000000001
2020-03-28-13:09:00,800.91
2020-03-28-14:09:00,172.28
2020-03-28-15:09:00,197.54
2020-03-28-16:09:00,42.82
2020-03-28-17:09:00,0.0
2020-03-28-18:09:00,0.0
2020-03-28-19:09:00,0.0
2020-03-28-20:09:00,0.0
2020-03-28-21:09:00,0.0
2020-03-28-22:09:00,0.0
2020-03-28-23:09:00,0.0
2020-03-29-00:09:00,0.0
2020-03-29-01:09:00,0.0
2020-03-29-02:09:00,0.0
2020-03-29-03:09:00,0.0
2020-03-29-04:09:00,0.0
2020-03-29-05:09:00,135.46
2020-03-29-06:09:00,390.08
2020-03-29-07:09:00,657.1
2020-03-29-08:09:00,874.6099999999999
2020-03-29-09:09:00,913.55
2020-03-29-10:09:00,698.52
2020-03-29-11:09:00,333.1700000000001
2020-03-29-12:09:00,142.84
2020-03-29-13:09:00,93.66
2020-03-29-14:09:00,273.52
2020-03-29-15:09:00,313.88
2020-03-29-16:09:00,61.41
2020-03-29-17:09:00,0.0
2020-03-29-18:09:00,0.0
2020-03-29-19:09:00,0.0
2020-03-29-20:09:00,0.0
2020-03-29-21:09:00,0.0
2020-03-29-22:09:00,0.0
2020-03-29-23:09:00,0.0
2020-03-30-00:09:00,0.0
2020-03-30-01:09:00,0.0
2020-03-30-02:09:00,0.0
2020-03-30-03:09:00,0.0
2020-03-30-04:09:00,0.0
2020-03-30-05:09:00,132.12
2020-03-30-06:09:00,374.29999999999995
2020-03-30-07:09:00,632.03
2020-03-30-08:09:00,846.41
2020-03-30-09:09:00,992.9
2020-03-30-10:09:00,1042.39
2020-03-30-11:09:00,1035.65
2020-03-30-12:09:00,982.01
2020-03-30-13:09:00,821.09
2020-03-30-14:09:00,585.15
2020-03-30-15:09:00,278.92
2020-03-30-16:09:00,66.63
2020-03-30-17:09:00,0.0
2020-03-30-18:09:00,0.0
2020-03-30-19:09:00,0.0
2020-03-30-20:09:00,0.0
2020-03-30-21:09:00,0.0
2020-03-30-22:09:00,0.0
2020-03-30-23:09:00,0.0
2020-03-31-00:09:00,0.0
2020-03-31-01:09:00,0.0
2020-03-31-02:09:00,0.0
2020-03-31-03:09:00,0.0
2020-03-31-04:09:00,0.0
2020-03-31-05:09:00,32.17
2020-03-31-06:09:00,331.72
2020-03-31-07:09:00,635.78
2020-03-31-08:09:00,875.24
2020-03-31-09:09:00,1037.85
2020-03-31-10:09:00,1057.6000000000001
2020-03-31-11:09:00,691.65
2020-03-31-12:09:00,916.14
2020-03-31-13:09:00,804.15
2020-03-31-14:09:00,586.25
2020-03-31-15:09:00,296.05
2020-03-31-16:09:00,69.75999999999999
2020-03-31-17:09:00,0.0
2020-03-31-18:09:00,0.0
2020-03-31-19:09:00,0.0
2020-03-31-20:09:00,0.0
2020-03-31-21:09:00,0.0
2020-03-31-22:09:00,0.0
2020-03-31-23:09:00,0.0
2020-04-01-00:09:00,0.0
2020-04-01-01:09:00,0.0
2020-04-01-02:09:00,0.0
2020-04-01-03:09:00,0.0
2020-04-01-04:09:00,0.0
2020-04-01-05:09:00,24.6
2020-04-01-06:09:00,236.43
2020-04-01-07:09:00,193.95999999999998
2020-04-01-08:09:00,280.78999999999996
2020-04-01-09:09:00,859.9099999999999
2020-04-01-10:09:00,488.44
2020-04-01-11:09:00,438.24
2020-04-01-12:09:00,388.9
2020-04-01-13:09:00,561.09
2020-04-01-14:09:00,358.57
2020-04-01-15:09:00,70.0
2020-04-01-16:09:00,37.519999999999996
2020-04-01-17:09:00,0.0
2020-04-01-18:09:00,0.0
2020-04-01-19:09:00,0.0
2020-04-01-20:09:00,0.0
2020-04-01-21:09:00,0.0
2020-04-01-22:09:00,0.0
2020-04-01-23:09:00,0.0
2020-04-02-00:09:00,0.0
2020-04-02-01:09:00,0.0
2020-04-02-02:09:00,0.0
2020-04-02-03:09:00,0.0
2020-04-02-04:09:00,0.0
2020-04-02-05:09:00,149.16
2020-04-02-06:09:00,406.36
2020-04-02-07:09:00,655.79
2020-04-02-08:09:00,856.74
2020-04-02-09:09:00,997.01
2020-04-02-10:09:00,1058.02
2020-04-02-11:09:00,1021.6500000000001
2020-04-02-12:09:00,976.76
2020-04-02-13:09:00,586.79
2020-04-02-14:09:00,445.04999999999995
2020-04-02-15:09:00,284.3
2020-04-02-16:09:00,72.35
2020-04-02-17:09:00,0.0
2020-04-02-18:09:00,0.0
2020-04-02-19:09:00,0.0
2020-04-02-20:09:00,0.0
2020-04-02-21:09:00,0.0
2020-04-02-22:09:00,0.0
2020-04-02-23:09:00,0.0
2020-04-03-00:09:00,0.0
2020-04-03-01:09:00,0.0
2020-04-03-02:09:00,0.0
2020-04-03-03:09:00,0.0
2020-04-03-04:09:00,0.0
2020-04-03-05:09:00,14.19
2020-04-03-06:09:00,63.379999999999995
2020-04-03-07:09:00,93.66
2020-04-03-08:09:00,179.74
2020-04-03-09:09:00,153.25
2020-04-03-10:09:00,329.26
2020-04-03-11:09:00,302.6
2020-04-03-12:09:00,393.85
2020-04-03-13:09:00,416.85
2020-04-03-14:09:00,331.18
2020-04-03-15:09:00,189.69
2020-04-03-16:09:00,26.49
2020-04-03-17:09:00,0.0
2020-04-03-18:09:00,0.0
2020-04-03-19:09:00,0.0
2020-04-03-20:09:00,0.0
2020-04-03-21:09:00,0.0
2020-04-03-22:09:00,0.0
2020-04-03-23:09:00,0.0
2020-04-04-00:09:00,0.0
2020-04-04-01:09:00,0.0
2020-04-04-02:09:00,0.0
2020-04-04-03:09:00,0.0
2020-04-04-04:09:00,0.0
2020-04-04-05:09:00,35.01
2020-04-04-06:09:00,54.870000000000005
2020-04-04-07:09:00,70.94
2020-04-04-08:09:00,222.63
2020-04-04-09:09:00,126.77
2020-04-04-10:09:00,111.62
2020-04-04-11:09:00,72.84
2020-04-04-12:09:00,282.66
2020-04-04-13:09:00,81.35000000000001
2020-04-04-14:09:00,179.92000000000002
2020-04-04-15:09:00,63.379999999999995
2020-04-04-16:09:00,28.38
2020-04-04-17:09:00,0.0
2020-04-04-18:09:00,0.0
2020-04-04-19:09:00,0.0
2020-04-04-20:09:00,0.0
2020-04-04-21:09:00,0.0
2020-04-04-22:09:00,0.0
2020-04-04-23:09:00,0.0
2020-04-05-00:09:00,0.0
2020-04-05-01:09:00,0.0
2020-04-05-02:09:00,0.0
2020-04-05-03:09:00,0.0
2020-04-05-04:09:00,0.0
2020-04-05-05:09:00,102.88
2020-04-05-06:09:00,230.89
2020-04-05-07:09:00,151.35
2020-04-05-08:09:00,391.91
2020-04-05-09:09:00,144.73000000000002
2020-04-05-10:09:00,120.14
2020-04-05-11:09:00,136.22
2020-04-05-12:09:00,116.36
2020-04-05-13:09:00,61.489999999999995
2020-04-05-14:09:00,99.33
2020-04-05-15:09:00,87.98
2020-04-05-16:09:00,68.28
2020-04-05-17:09:00,0.0
2020-04-05-18:09:00,0.0
2020-04-05-19:09:00,0.0
2020-04-05-20:09:00,0.0
2020-04-05-21:09:00,0.0
2020-04-05-22:09:00,0.0
2020-04-05-23:09:00,0.0
2020-04-06-00:09:00,0.0
2020-04-06-01:09:00,0.0
2020-04-06-02:09:00,0.0
2020-04-06-03:09:00,0.0
2020-04-06-04:09:00,0.0
2020-04-06-05:09:00,22.7
2020-04-06-06:09:00,66.22
2020-04-06-07:09:00,186.92
2020-04-06-08:09:00,233.03
2020-04-06-09:09:00,179.74
2020-04-06-10:09:00,286.34999999999997
2020-04-06-11:09:00,300.26000000000005
2020-04-06-12:09:00,135.28
2020-04-06-13:09:00,132.44
2020-04-06-14:09:00,116.36
2020-04-06-15:09:00,68.11
2020-04-06-16:09:00,53.31999999999999
2020-04-06-17:09:00,0.0
2020-04-06-18:09:00,0.0
2020-04-06-19:09:00,0.0
2020-04-06-20:09:00,0.0
2020-04-06-21:09:00,0.0
2020-04-06-22:09:00,0.0
2020-04-06-23:09:00,0.0
2020-04-07-00:09:00,0.0
2020-04-07-01:09:00,0.0
2020-04-07-02:09:00,0.0
2020-04-07-03:09:00,0.0
2020-04-07-04:09:00,0.0
2020-04-07-05:09:00,35.949999999999996
2020-04-07-06:09:00,31.220000000000002
2020-04-07-07:09:00,67.16
2020-04-07-08:09:00,107.84
2020-04-07-09:09:00,176.89999999999998
2020-04-07-10:09:00,219.47000000000003
2020-04-07-11:09:00,159.87
2020-04-07-12:09:00,714.11
2020-04-07-13:09:00,719.11
2020-04-07-14:09:00,310.12
2020-04-07-15:09:00,104.35
2020-04-07-16:09:00,35.67999999999999
2020-04-07-17:09:00,0.0
2020-04-07-18:09:00,0.0
2020-04-07-19:09:00,0.0
2020-04-07-20:09:00,0.0
2020-04-07-21:09:00,0.0
2020-04-07-22:09:00,0.0
2020-04-07-23:09:00,0.0
2020-04-08-00:09:00,0.0
2020-04-08-01:09:00,0.0
2020-04-08-02:09:00,0.0
2020-04-08-03:09:00,0.0
2020-04-08-04:09:00,0.0
2020-04-08-05:09:00,28.38
2020-04-08-06:09:00,197.23
2020-04-08-07:09:00,496.61
2020-04-08-08:09:00,880.5
2020-04-08-09:09:00,1048.1599999999999
2020-04-08-10:09:00,1091.35
2020-04-08-11:09:00,888.93
2020-04-08-12:09:00,966.76
2020-04-08-13:09:00,769.1199999999999
2020-04-08-14:09:00,491.68
2020-04-08-15:09:00,307.83000000000004
2020-04-08-16:09:00,77.56
2020-04-08-17:09:00,0.0
2020-04-08-18:09:00,0.0
2020-04-08-19:09:00,0.0
2020-04-08-20:09:00,0.0
2020-04-08-21:09:00,0.0
2020-04-08-22:09:00,0.0
2020-04-08-23:09:00,0.0
2020-04-09-00:09:00,0.0
2020-04-09-01:09:00,0.0
2020-04-09-02:09:00,0.0
2020-04-09-03:09:00,0.0
2020-04-09-04:09:00,0.0
2020-04-09-05:09:00,165.41
2020-04-09-06:09:00,420.84000000000003
2020-04-09-07:09:00,697.75
2020-04-09-08:09:00,906.44
2020-04-09-09:09:00,1053.31
2020-04-09-10:09:00,1095.33
2020-04-09-11:09:00,1071.1399999999999
2020-04-09-12:09:00,1014.43
2020-04-09-13:09:00,833.9200000000001
2020-04-09-14:09:00,595.9300000000001
2020-04-09-15:09:00,312.71000000000004
2020-04-09-16:09:00,78.86
2020-04-09-17:09:00,0.0
2020-04-09-18:09:00,0.0
2020-04-09-19:09:00,0.0
2020-04-09-20:09:00,0.0
2020-04-09-21:09:00,0.0
2020-04-09-22:09:00,0.0
2020-04-09-23:09:00,0.0
2020-04-10-00:09:00,0.0
2020-04-10-01:09:00,0.0
2020-04-10-02:09:00,0.0
2020-04-10-03:09:00,0.0
2020-04-10-04:09:00,0.0
2020-04-10-05:09:00,170.4
2020-04-10-06:09:00,421.52
2020-04-10-07:09:00,660.24
2020-04-10-08:09:00,861.39
2020-04-10-09:09:00,994.53
2020-04-10-10:09:00,1065.0
2020-04-10-11:09:00,1047.42
2020-04-10-12:09:00,1010.32
2020-04-10-13:09:00,830.01
2020-04-10-14:09:00,570.65
2020-04-10-15:09:00,300.49
2020-04-10-16:09:00,78.65
2020-04-10-17:09:00,0.0
2020-04-10-18:09:00,0.0
2020-04-10-19:09:00,0.0
2020-04-10-20:09:00,0.0
2020-04-10-21:09:00,0.0
2020-04-10-22:09:00,0.0
2020-04-10-23:09:00,0.0
2020-04-11-00:09:00,0.0
2020-04-11-01:09:00,0.0
2020-04-11-02:09:00,0.0
2020-04-11-03:09:00,0.0
2020-04-11-04:09:00,0.0
2020-04-11-05:09:00,172.61
2020-04-11-06:09:00,423.73
2020-04-11-07:09:00,683.74
2020-04-11-08:09:00,902.98
2020-04-11-09:09:00,1043.34
2020-04-11-10:09:00,1114.95
2020-04-11-11:09:00,1099.8400000000001
2020-04-11-12:09:00,995.75
2020-04-11-13:09:00,818.07
2020-04-11-14:09:00,583.35
2020-04-11-15:09:00,306.78
2020-04-11-16:09:00,79.72
2020-04-11-17:09:00,0.0
2020-04-11-18:09:00,0.0
2020-04-11-19:09:00,0.0
2020-04-11-20:09:00,0.0
2020-04-11-21:09:00,0.0
2020-04-11-22:09:00,0.0
2020-04-11-23:09:00,0.0
2020-04-12-00:09:00,0.0
2020-04-12-01:09:00,0.0
2020-04-12-02:09:00,0.0
2020-04-12-03:09:00,0.0
2020-04-12-04:09:00,0.0
2020-04-12-05:09:00,169.43
2020-04-12-06:09:00,413.03999999999996
2020-04-12-07:09:00,672.85
2020-04-12-08:09:00,882.89
2020-04-12-09:09:00,1019.04
2020-04-12-10:09:00,1083.0
2020-04-12-11:09:00,1081.99
2020-04-12-12:09:00,994.1600000000001
2020-04-12-13:09:00,785.76
2020-04-12-14:09:00,553.72
2020-04-12-15:09:00,301.31
2020-04-12-16:09:00,79.93
2020-04-12-17:09:00,0.0
2020-04-12-18:09:00,0.0
2020-04-12-19:09:00,0.0
2020-04-12-20:09:00,0.0
2020-04-12-21:09:00,0.0
2020-04-12-22:09:00,0.0
2020-04-12-23:09:00,0.0
2020-04-13-00:09:00,0.0
2020-04-13-01:09:00,0.0
2020-04-13-02:09:00,0.0
2020-04-13-03:09:00,0.0
2020-04-13-04:09:00,2.71
2020-04-13-05:09:00,167.86
2020-04-13-06:09:00,397.94
2020-04-13-07:09:00,637.4100000000001
2020-04-13-08:09:00,834.9
2020-04-13-09:09:00,969.01
2020-04-13-10:09:00,1049.79
2020-04-13-11:09:00,1055.66
2020-04-13-12:09:00,932.55
2020-04-13-13:09:00,793.5999999999999
2020-04-13-14:09:00,559.14
2020-04-13-15:09:00,304.21
2020-04-13-16:09:00,79.32
2020-04-13-17:09:00,0.0
2020-04-13-18:09:00,0.0
2020-04-13-19:09:00,0.0
2020-04-13-20:09:00,0.0
2020-04-13-21:09:00,0.0
2020-04-13-22:09:00,0.0
2020-04-13-23:09:00,0.0
2020-04-14-00:09:00,0.0
2020-04-14-01:09:00,0.0
2020-04-14-02:09:00,0.0
2020-04-14-03:09:00,0.0
2020-04-14-04:09:00,5.43
2020-04-14-05:09:00,174.14999999999998
2020-04-14-06:09:00,422.64
2020-04-14-07:09:00,653.03
2020-04-14-08:09:00,859.68
2020-04-14-09:09:00,996.7800000000001
2020-04-14-10:09:00,1051.59
2020-04-14-11:09:00,1019.88
2020-04-14-12:09:00,833.63
2020-04-14-13:09:00,703.97
2020-04-14-14:09:00,224.97
2020-04-14-15:09:00,184.2
2020-04-14-16:09:00,22.7
2020-04-14-17:09:00,0.0
2020-04-14-18:09:00,0.0
2020-04-14-19:09:00,0.0
2020-04-14-20:09:00,0.0
2020-04-14-21:09:00,0.0
2020-04-14-22:09:00,0.0
2020-04-14-23:09:00,0.0
2020-04-15-00:09:00,0.0
2020-04-15-01:09:00,0.0
2020-04-15-02:09:00,0.0
2020-04-15-03:09:00,0.0
2020-04-15-04:09:00,9.05
2020-04-15-05:09:00,175.2
2020-04-15-06:09:00,414.65
2020-04-15-07:09:00,653.51
2020-04-15-08:09:00,746.5
2020-04-15-09:09:00,964.75
2020-04-15-10:09:00,1017.84
2020-04-15-11:09:00,779.24
2020-04-15-12:09:00,778.5999999999999
2020-04-15-13:09:00,689.19
2020-04-15-14:09:00,472.74
2020-04-15-15:09:00,228.19
2020-04-15-16:09:00,77.26
2020-04-15-17:09:00,0.0
2020-04-15-18:09:00,0.0
2020-04-15-19:09:00,0.0
2020-04-15-20:09:00,0.0
2020-04-15-21:09:00,0.0
2020-04-15-22:09:00,0.0
2020-04-15-23:09:00,0.0
2020-04-16-00:09:00,0.0
2020-04-16-01:09:00,0.0
2020-04-16-02:09:00,0.0
2020-04-16-03:09:00,0.0
2020-04-16-04:09:00,3.6199999999999997
2020-04-16-05:09:00,195.93
2020-04-16-06:09:00,420.67
2020-04-16-07:09:00,660.0
2020-04-16-08:09:00,811.0699999999999
2020-04-16-09:09:00,950.87
2020-04-16-10:09:00,1075.14
2020-04-16-11:09:00,1073.96
2020-04-16-12:09:00,954.28
2020-04-16-13:09:00,802.4399999999999
2020-04-16-14:09:00,583.32
2020-04-16-15:09:00,308.53999999999996
2020-04-16-16:09:00,84.3
2020-04-16-17:09:00,0.0
